x,y,z,pr,pg,pb,vr,vg,vb
8682.4853515625,1526.4603271484375,41625.15625,0.0,1.0,1.0,0.31372549019607843,0.68627450980392157,1.0
8610.2421875,1596.5960693359375,41537.70703125,0.0039215686274509803,0.99607843137254903,1.0,0.44313725490196076,0.55686274509803924,1.0
8966.3359375,2097.73193359375,41459.18359375,0.0039215686274509803,0.99607843137254903,1.0,0.17254901960784313,0.82745098039215681,1.0
9022.8544921875,1951.6513671875,41485.00390625,0.0039215686274509803,0.99607843137254903,1.0,0.49411764705882355,0.50588235294117645,1.0
8912.65234375,2020.7908935546875,41488.15234375,0.011764705882352941,0.9882352941176471,1.0,0.63921568627450975,0.36078431372549025,1.0
8947.1416015625,1963.8487548828125,41451.58984375,0.019607843137254902,0.98039215686274506,1.0,0.47058823529411764,0.52941176470588236,1.0
8936.259765625,2020.1370849609375,41412.83203125,0.011764705882352941,0.9882352941176471,1.0,0.28235294117647058,0.71764705882352942,1.0
8879.7392578125,2023.333251953125,41413.06640625,0.015686274509803921,0.98431372549019613,1.0,0.44705882352941173,0.55294117647058827,1.0
8871.9482421875,1913.9249267578125,41484.81640625,0.054901960784313725,0.94509803921568625,1.0,0.84313725490196079,0.15686274509803921,1.0
8937.755859375,1933.547607421875,41453.91015625,0.027450980392156862,0.97254901960784312,1.0,0.45098039215686275,0.5490196078431373,1.0
8700.3701171875,1791.1148681640625,41521.98046875,0.6705882352941176,0.3294117647058824,1.0,0.74901960784313726,0.25098039215686274,1.0
8686.70703125,1761.9620361328125,41528.71875,0.34901960784313724,0.65098039215686276,1.0,0.50196078431372548,0.49803921568627452,1.0
8861.25,1715.6990966796875,41628.078125,0.011764705882352941,0.9882352941176471,1.0,0.18823529411764706,0.81176470588235294,1.0
8601.3291015625,1610.984375,41669.9765625,0.0078431372549019607,0.99215686274509807,1.0,0.58039215686274503,0.41960784313725497,1.0
8685.76953125,1818.633544921875,41563.14453125,0.47058823529411764,0.52941176470588236,1.0,0.44705882352941173,0.55294117647058827,1.0
8674.419921875,1804.6962890625,41566.83984375,0.37254901960784315,0.62745098039215685,1.0,0.37254901960784315,0.62745098039215685,1.0
8659.3681640625,1786.0721435546875,41569.5546875,0.25098039215686274,0.74901960784313726,1.0,0.41176470588235292,0.58823529411764708,1.0
8645.095703125,1811.712890625,41560.15625,0.30196078431372547,0.69803921568627447,1.0,0.36862745098039218,0.63137254901960782,1.0
8672.6298828125,1856.703369140625,41542.77734375,0.46666666666666667,0.53333333333333333,1.0,0.49411764705882355,0.50588235294117645,1.0
8692.3525390625,1845.1513671875,41534.09375,0.68235294117647061,0.31764705882352939,1.0,0.396078431372549,0.60392156862745106,1.0
8693.0458984375,1850.4456787109375,41521.7109375,0.72156862745098038,0.27843137254901962,1.0,0.56862745098039214,0.43137254901960786,1.0
8666.8779296875,1846.33544921875,41532.421875,0.51764705882352935,0.48235294117647065,1.0,0.56470588235294117,0.43529411764705883,1.0
8672.396484375,1833.7454833984375,41535.80859375,0.58823529411764708,0.41176470588235292,1.0,0.40000000000000002,0.59999999999999998,1.0
8654.3056640625,1834.905029296875,41526.55078125,0.47450980392156861,0.52549019607843139,1.0,0.38823529411764707,0.61176470588235299,1.0
8665.19921875,1823.7381591796875,41534.74609375,0.55294117647058827,0.44705882352941173,1.0,0.60784313725490191,0.39215686274509809,1.0
8637.8173828125,1837.60986328125,41534.77734375,0.32549019607843138,0.67450980392156867,1.0,0.47843137254901957,0.52156862745098043,1.0
8592.515625,1850.912109375,41518.21484375,0.094117647058823528,0.90588235294117647,1.0,0.5490196078431373,0.4509803921568627,1.0
8519.814453125,1792.345458984375,41598.0546875,0.011764705882352941,0.9882352941176471,1.0,0.38823529411764707,0.61176470588235299,1.0
8650.240234375,1799.6192626953125,41555.2578125,0.32549019607843138,0.67450980392156867,1.0,0.67450980392156867,0.32549019607843133,1.0
8680.330078125,1801.9908447265625,41535.01171875,0.59607843137254901,0.40392156862745099,1.0,0.45098039215686275,0.5490196078431373,1.0
8600.8720703125,1780.594970703125,41600.38671875,0.050980392156862744,0.94901960784313721,1.0,0.45490196078431372,0.54509803921568634,1.0
8678.1240234375,1811.7061767578125,41519.8125,0.70196078431372544,0.29803921568627456,1.0,0.33725490196078434,0.66274509803921566,1.0
8637.4423828125,1814.6702880859375,41515.55078125,0.37647058823529411,0.62352941176470589,1.0,0.59215686274509804,0.40784313725490196,1.0
8689.3642578125,1823.6529541015625,41562.1875,0.49411764705882355,0.50588235294117645,1.0,0.72941176470588232,0.27058823529411768,1.0
8560.4853515625,1813.429443359375,41524.828125,0.050980392156862744,0.94901960784313721,1.0,0.58823529411764708,0.41176470588235292,1.0
8559.619140625,1807.3218994140625,41537.64453125,0.050980392156862744,0.94901960784313721,1.0,0.59215686274509804,0.40784313725490196,1.0
8874.423828125,1736.7755126953125,41689.70703125,0.0039215686274509803,0.99607843137254903,1.0,0.30196078431372547,0.69803921568627447,1.0
8688.78515625,1624.317138671875,41619.23046875,0.0078431372549019607,0.99215686274509807,1.0,0.38039215686274508,0.61960784313725492,1.0
8636.7451171875,1654.3865966796875,41638.31640625,0.011764705882352941,0.9882352941176471,1.0,0.13725490196078433,0.86274509803921573,1.0
8658.0341796875,1612.264892578125,41684.62109375,0.0078431372549019607,0.99215686274509807,1.0,0.56470588235294117,0.43529411764705883,1.0
8532.5986328125,1711.8890380859375,41646.87109375,0.0078431372549019607,0.99215686274509807,1.0,0.44705882352941173,0.55294117647058827,1.0
8671.2470703125,1769.5128173828125,41643.2578125,0.035294117647058823,0.96470588235294119,1.0,0.30980392156862746,0.69019607843137254,1.0
8610.02734375,1705.6768798828125,41673.7109375,0.0078431372549019607,0.99215686274509807,1.0,0.44313725490196076,0.55686274509803924,1.0
8768.845703125,1597.7890625,41583.71875,0.0078431372549019607,0.99215686274509807,1.0,0.27058823529411763,0.72941176470588243,1.0
8788.5810546875,1770.584716796875,41518.265625,0.21176470588235294,0.78823529411764703,1.0,0.71764705882352942,0.28235294117647058,1.0
8822.810546875,1770.4698486328125,41586.58984375,0.043137254901960784,0.95686274509803926,1.0,0.77254901960784317,0.22745098039215683,1.0
8679.5537109375,1753.1317138671875,41547.1015625,0.21568627450980393,0.78431372549019607,1.0,0.42352941176470588,0.57647058823529407,1.0
8618.869140625,1923.4647216796875,41536.9375,0.050980392156862744,0.94901960784313721,1.0,0.10196078431372549,0.89803921568627454,1.0
8630.265625,1947.4310302734375,41521.5390625,0.039215686274509803,0.96078431372549022,1.0,0.52941176470588236,0.47058823529411764,1.0
8880.0654296875,1645.3409423828125,41516.76171875,0.0,1.0,1.0,0.49803921568627452,0.50196078431372548,1.0
8692.2578125,1871.797119140625,41548.84765625,0.4392156862745098,0.5607843137254902,1.0,0.84705882352941175,0.15294117647058825,1.0
8676.63671875,1869.13916015625,41549.78515625,0.38823529411764707,0.61176470588235299,1.0,0.37647058823529411,0.62352941176470589,1.0
8565.884765625,1930.8590087890625,41594.11328125,0.023529411764705882,0.97647058823529409,1.0,0.2196078431372549,0.7803921568627451,1.0
8586.9267578125,1884.262451171875,41602.3203125,0.039215686274509803,0.96078431372549022,1.0,0.72156862745098038,0.27843137254901962,1.0
8885.6767578125,1750.256591796875,41599.828125,0.023529411764705882,0.97647058823529409,1.0,0.48627450980392156,0.51372549019607838,1.0
9032.6796875,1749.82568359375,41548.86328125,0.0039215686274509803,0.99607843137254903,1.0,0.55294117647058827,0.44705882352941173,1.0
8976.734375,1747.3092041015625,41576.609375,0.0078431372549019607,0.99215686274509807,1.0,0.58823529411764708,0.41176470588235292,1.0
8593.97265625,1738.4678955078125,41744.8046875,0.0,1.0,1.0,0.46666666666666667,0.53333333333333333,1.0
8679.7314453125,1796.977783203125,41558.671875,0.41176470588235292,0.58823529411764708,1.0,0.38823529411764707,0.61176470588235299,1.0
8926.6298828125,2193.455322265625,41408.0703125,0.011764705882352941,0.9882352941176471,1.0,0.12549019607843137,0.87450980392156863,1.0
8756.392578125,1797.1510009765625,41527.328125,0.51764705882352935,0.48235294117647065,1.0,0.84705882352941175,0.15294117647058825,1.0
8816.439453125,1959.877685546875,41573.234375,0.058823529411764705,0.94117647058823528,1.0,0.36862745098039218,0.63137254901960782,1.0
8803.7734375,1954.5738525390625,41572.78515625,0.066666666666666666,0.93333333333333335,1.0,0.30196078431372547,0.69803921568627447,1.0
8770.6416015625,1990.87646484375,41549.0546875,0.035294117647058823,0.96470588235294119,1.0,0.61568627450980395,0.38431372549019605,1.0
8642.6728515625,2122.3486328125,41690.92578125,0.0039215686274509803,0.99607843137254903,1.0,0.42352941176470588,0.57647058823529407,1.0
8610.9208984375,1970.884033203125,41688.984375,0.0078431372549019607,0.99215686274509807,1.0,0.29803921568627451,0.70196078431372544,1.0
8656.1572265625,1997.27880859375,41609.70703125,0.023529411764705882,0.97647058823529409,1.0,0.58823529411764708,0.41176470588235292,1.0
8605.751953125,2027.1160888671875,41621.9140625,0.011764705882352941,0.9882352941176471,1.0,0.31372549019607843,0.68627450980392157,1.0
8629.65234375,1991.24658203125,41596.80859375,0.027450980392156862,0.97254901960784312,1.0,0.67450980392156867,0.32549019607843133,1.0
8616.4990234375,1966.2222900390625,41562.62109375,0.035294117647058823,0.96470588235294119,1.0,0.42352941176470588,0.57647058823529407,1.0
8825.494140625,1989.9036865234375,41590.48046875,0.031372549019607843,0.96862745098039216,1.0,0.49019607843137253,0.50980392156862742,1.0
8587.7099609375,1979.8448486328125,41529.5546875,0.015686274509803921,0.98431372549019613,1.0,0.41960784313725491,0.58039215686274503,1.0
8733.32421875,1932.4564208984375,41623.1484375,0.062745098039215685,0.93725490196078431,1.0,0.38039215686274508,0.61960784313725492,1.0
8702.9609375,1923.3817138671875,41617.91796875,0.074509803921568626,0.92549019607843142,1.0,0.23529411764705882,0.76470588235294112,1.0
8943.3544921875,1912.3453369140625,41453.76171875,0.027450980392156862,0.97254901960784312,1.0,0.20000000000000001,0.80000000000000004,1.0
8710.2880859375,1879.8818359375,41613.87109375,0.14901960784313725,0.85098039215686272,1.0,0.35686274509803922,0.64313725490196072,1.0
8710.787109375,1877.16162109375,41609.21875,0.16470588235294117,0.83529411764705885,1.0,0.15294117647058825,0.84705882352941175,1.0
8837.6904296875,1819.8624267578125,41682.65625,0.0078431372549019607,0.99215686274509807,1.0,0.50588235294117645,0.49411764705882355,1.0
8843.69140625,1778.6591796875,41613.2109375,0.031372549019607843,0.96862745098039216,1.0,0.18823529411764706,0.81176470588235294,1.0
8721.65234375,1826.8558349609375,41640.1640625,0.078431372549019607,0.92156862745098045,1.0,0.73333333333333328,0.26666666666666672,1.0
8712.287109375,1826.4913330078125,41605.109375,0.21176470588235294,0.78823529411764703,1.0,0.70980392156862748,0.29019607843137252,1.0
8706.5478515625,1912.4117431640625,41652.6875,0.050980392156862744,0.94901960784313721,1.0,0.32156862745098036,0.67843137254901964,1.0
8736.4189453125,1793.611572265625,41644.66015625,0.043137254901960784,0.95686274509803926,1.0,0.40392156862745099,0.59607843137254901,1.0
8705.7470703125,2024.3583984375,41605.4921875,0.011764705882352941,0.9882352941176471,1.0,0.65490196078431373,0.34509803921568627,1.0
8852.4208984375,1967.9749755859375,41677.4609375,0.0039215686274509803,0.99607843137254903,1.0,0.5490196078431373,0.4509803921568627,1.0
8949.3779296875,1837.9180908203125,41654.97265625,0.0039215686274509803,0.99607843137254903,1.0,0.5607843137254902,0.4392156862745098,1.0
8909.875,1919.7506103515625,41626.2109375,0.0078431372549019607,0.99215686274509807,1.0,0.53333333333333333,0.46666666666666667,1.0
9067.572265625,1889.843505859375,41568.59375,0.0,1.0,1.0,0.27058823529411763,0.72941176470588243,1.0
8880.943359375,1963.0657958984375,41544.43359375,0.027450980392156862,0.97254901960784312,1.0,0.75686274509803919,0.24313725490196081,1.0
8965.44921875,1864.80419921875,41536.43359375,0.011764705882352941,0.9882352941176471,1.0,0.20784313725490194,0.79215686274509811,1.0
8878.6943359375,1888.4605712890625,41522.25,0.050980392156862744,0.94901960784313721,1.0,0.6588235294117647,0.3411764705882353,1.0
8938.8447265625,1837.344970703125,41574.18359375,0.019607843137254902,0.98039215686274506,1.0,0.30196078431372547,0.69803921568627447,1.0
8924.373046875,1810.8455810546875,41548.88671875,0.027450980392156862,0.97254901960784312,1.0,0.40784313725490196,0.59215686274509804,1.0
8872.15625,1782.6513671875,41539.21484375,0.047058823529411764,0.95294117647058818,1.0,0.32156862745098036,0.67843137254901964,1.0
8712.8203125,1975.7012939453125,41664.015625,0.015686274509803921,0.98431372549019613,1.0,0.3529411764705882,0.6470588235294118,1.0
8682.7744140625,2095.031494140625,41691.84765625,0.0078431372549019607,0.99215686274509807,1.0,0.45882352941176469,0.54117647058823537,1.0
8849.5078125,1839.3564453125,41741.33203125,0.0039215686274509803,0.99607843137254903,1.0,0.37254901960784315,0.62745098039215685,1.0
8599.3359375,1865.738525390625,41823.734375,0.0,1.0,1.0,0.45490196078431372,0.54509803921568634,1.0
8633.03515625,1924.03564453125,41730.1328125,0.0039215686274509803,0.99607843137254903,1.0,0.40392156862745099,0.59607843137254901,1.0
8541.7734375,1889.6751708984375,41767.0,0.015686274509803921,0.98431372549019613,1.0,0.40392156862745099,0.59607843137254901,1.0
8531.0751953125,1852.9735107421875,41775.421875,0.019607843137254902,0.98039215686274506,1.0,0.27058823529411763,0.72941176470588243,1.0
8870.8828125,1967.376220703125,41590.3671875,0.027450980392156862,0.97254901960784312,1.0,0.45098039215686275,0.5490196078431373,1.0
8806.2802734375,2124.80419921875,41654.87109375,0.0,1.0,1.0,0.45098039215686275,0.5490196078431373,1.0
8926.931640625,2092.6171875,41541.17578125,0.0,1.0,1.0,0.40784313725490196,0.59215686274509804,1.0
8718.408203125,2113.99072265625,41629.88671875,0.011764705882352941,0.9882352941176471,1.0,0.69019607843137254,0.30980392156862746,1.0
8868.2490234375,1910.552490234375,41741.28125,0.0,1.0,1.0,0.1764705882352941,0.82352941176470584,1.0
8733.3662109375,1799.6702880859375,41558.6640625,0.41960784313725491,0.58039215686274503,1.0,0.64313725490196072,0.35686274509803928,1.0
8837.109375,1882.1500244140625,41601.5,0.043137254901960784,0.95686274509803926,1.0,0.55686274509803924,0.44313725490196076,1.0
8830.8701171875,1903.632568359375,41547.0390625,0.10196078431372549,0.89803921568627454,1.0,0.67450980392156867,0.32549019607843133,1.0
8898.1201171875,2180.369384765625,41432.69921875,0.011764705882352941,0.9882352941176471,1.0,0.14901960784313725,0.85098039215686272,1.0
8712.966796875,2133.62451171875,41621.50390625,0.011764705882352941,0.9882352941176471,1.0,0.6705882352941176,0.3294117647058824,1.0
8746.9541015625,1834.4859619140625,41535.140625,0.66274509803921566,0.33725490196078434,1.0,0.7803921568627451,0.2196078431372549,1.0
8741.2734375,1835.45947265625,41526.28125,0.76470588235294112,0.23529411764705888,1.0,0.62745098039215685,0.37254901960784315,1.0
8749.4375,1830.434326171875,41523.82421875,0.73333333333333328,0.26666666666666672,1.0,0.16470588235294117,0.83529411764705885,1.0
8740.9228515625,1834.5421142578125,41523.37890625,0.78823529411764703,0.21176470588235297,1.0,0.070588235294117646,0.92941176470588238,1.0
8721.9130859375,1837.36572265625,41536.796875,0.74509803921568629,0.25490196078431371,1.0,0.32156862745098036,0.67843137254901964,1.0
8717.75,1829.143310546875,41541.92578125,0.70980392156862748,0.29019607843137252,1.0,0.51372549019607838,0.48627450980392162,1.0
8726.0380859375,1852.9144287109375,41531.359375,0.72156862745098038,0.27843137254901962,1.0,0.49803921568627452,0.50196078431372548,1.0
8920.578125,2173.4677734375,41383.29296875,0.011764705882352941,0.9882352941176471,1.0,0.26666666666666666,0.73333333333333339,1.0
8715.693359375,1849.6170654296875,41526.30078125,0.7803921568627451,0.2196078431372549,1.0,0.36078431372549019,0.63921568627450975,1.0
8712.935546875,1841.912109375,41528.48828125,0.80000000000000004,0.19999999999999996,1.0,0.87450980392156863,0.12549019607843137,1.0
8706.8525390625,1841.86572265625,41530.53515625,0.77647058823529413,0.22352941176470587,1.0,0.44705882352941173,0.55294117647058827,1.0
8718.970703125,1840.5118408203125,41527.9296875,0.81176470588235294,0.18823529411764706,1.0,0.34901960784313724,0.65098039215686276,1.0
8733.5029296875,1837.630126953125,41514.6328125,0.8784313725490196,0.1215686274509804,1.0,0.27450980392156865,0.72549019607843135,1.0
8734.59375,1822.57470703125,41525.33203125,0.80000000000000004,0.19999999999999996,1.0,0.48627450980392156,0.51372549019607838,1.0
8712.935546875,1832.4609375,41535.17578125,0.76862745098039209,0.23137254901960791,1.0,0.64313725490196072,0.35686274509803928,1.0
8765.626953125,1810.6826171875,41550.4453125,0.38039215686274508,0.61960784313725492,1.0,0.30980392156862746,0.69019607843137254,1.0
8738.7802734375,1800.3072509765625,41554.07421875,0.4392156862745098,0.5607843137254902,1.0,0.90196078431372551,0.098039215686274495,1.0
8752.1171875,1807.39013671875,41542.37109375,0.50196078431372548,0.49803921568627452,1.0,0.43529411764705883,0.56470588235294117,1.0
8713.25,1847.4552001953125,41527.16796875,0.78431372549019607,0.21568627450980393,1.0,0.58039215686274503,0.41960784313725497,1.0
8805.91796875,1896.0953369140625,41589.1015625,0.094117647058823528,0.90588235294117647,1.0,0.37647058823529411,0.62352941176470589,1.0
8774.984375,1857.5745849609375,41521.04296875,0.49803921568627452,0.50196078431372548,1.0,0.45882352941176469,0.54117647058823537,1.0
8758.2802734375,1847.7740478515625,41541.42578125,0.52941176470588236,0.47058823529411764,1.0,0.12941176470588234,0.87058823529411766,1.0
8791.259765625,1887.176025390625,41553.984375,0.20784313725490194,0.79215686274509811,1.0,0.6470588235294118,0.3529411764705882,1.0
8794.662109375,1868.489990234375,41533.953125,0.29411764705882354,0.70588235294117641,1.0,0.23921568627450979,0.76078431372549016,1.0
8781.1845703125,1922.3046875,41585.09375,0.10196078431372549,0.89803921568627454,1.0,0.57647058823529407,0.42352941176470593,1.0
8775.6357421875,1920.8177490234375,41583.8671875,0.10980392156862745,0.8901960784313725,1.0,0.62745098039215685,0.37254901960784315,1.0
8744.97265625,1864.055908203125,41569.1015625,0.3529411764705882,0.6470588235294118,1.0,0.6705882352941176,0.3294117647058824,1.0
8704.1123046875,1925.9718017578125,41522.0703125,0.16862745098039217,0.83137254901960778,1.0,0.44705882352941173,0.55294117647058827,1.0
8762.0166015625,1866.6162109375,41532.23828125,0.49019607843137253,0.50980392156862742,1.0,0.46274509803921571,0.53725490196078429,1.0
8731.9013671875,1891.5633544921875,41544.3828125,0.36470588235294116,0.63529411764705879,1.0,0.58823529411764708,0.41176470588235292,1.0
8733.9970703125,1889.5716552734375,41546.171875,0.36862745098039218,0.63137254901960782,1.0,0.33333333333333331,0.66666666666666674,1.0
8757.0107421875,1829.245361328125,41542.7578125,0.53725490196078429,0.46274509803921571,1.0,0.2627450980392157,0.73725490196078436,1.0
8735.1337890625,1896.263427734375,41529.1484375,0.38039215686274508,0.61960784313725492,1.0,0.80000000000000004,0.19999999999999996,1.0
8694.8369140625,1864.4296875,41534.17578125,0.5725490196078431,0.4274509803921569,1.0,0.56862745098039214,0.43137254901960786,1.0
8793.3603515625,1836.0706787109375,41559.33203125,0.23529411764705882,0.76470588235294112,1.0,0.67450980392156867,0.32549019607843133,1.0
8866.5927734375,1784.972900390625,41587.453125,0.039215686274509803,0.96078431372549022,1.0,0.32549019607843138,0.67450980392156867,1.0
8800.080078125,1837.61962890625,41541.9921875,0.26666666666666666,0.73333333333333339,1.0,0.56862745098039214,0.43137254901960786,1.0
8802.7724609375,1856.7559814453125,41536.1875,0.2627450980392157,0.73725490196078436,1.0,0.56862745098039214,0.43137254901960786,1.0
8744.5927734375,1840.2257080078125,41597.1640625,0.21568627450980393,0.78431372549019607,1.0,0.24313725490196078,0.75686274509803919,1.0
8701.79296875,1849.7860107421875,41582.65234375,0.34509803921568627,0.65490196078431373,1.0,0.45882352941176469,0.54117647058823537,1.0
8751.380859375,1798.7117919921875,41584.11328125,0.20392156862745098,0.79607843137254908,1.0,0.49803921568627452,0.50196078431372548,1.0
8736.98046875,1807.975341796875,41598.4375,0.18823529411764706,0.81176470588235294,1.0,0.58823529411764708,0.41176470588235292,1.0
8720.8037109375,1867.04833984375,41516.32421875,0.69411764705882351,0.30588235294117649,1.0,0.6705882352941176,0.3294117647058824,1.0
8895.43359375,1785.8028564453125,41510.37109375,0.039215686274509803,0.96078431372549022,1.0,0.2627450980392157,0.73725490196078436,1.0
8867.7353515625,1825.3367919921875,41464.0859375,0.078431372549019607,0.92156862745098045,1.0,0.84313725490196079,0.15686274509803921,1.0
8947.6494140625,1778.8270263671875,41425.91796875,0.0078431372549019607,0.99215686274509807,1.0,0.59999999999999998,0.40000000000000002,1.0
8556.751953125,1966.6246337890625,41203.8125,0.0039215686274509803,0.99607843137254903,1.0,0.32941176470588235,0.67058823529411771,1.0
8795.7490234375,2019.5665283203125,41187.28515625,0.0,1.0,1.0,0.51764705882352935,0.48235294117647065,1.0
8847.19921875,1987.56787109375,41248.12890625,0.0039215686274509803,0.99607843137254903,1.0,0.1803921568627451,0.81960784313725488,1.0
8831.080078125,2069.669677734375,41302.05078125,0.0,1.0,1.0,0.1803921568627451,0.81960784313725488,1.0
8558.2431640625,1792.678466796875,41399.8984375,0.058823529411764705,0.94117647058823528,1.0,0.32941176470588235,0.67058823529411771,1.0
8574.34375,1791.3646240234375,41382.8046875,0.058823529411764705,0.94117647058823528,1.0,0.63137254901960782,0.36862745098039218,1.0
8580.208984375,1804.3258056640625,41386.5234375,0.062745098039215685,0.93725490196078431,1.0,0.070588235294117646,0.92941176470588238,1.0
8792.18359375,1865.98681640625,41320.37109375,0.066666666666666666,0.93333333333333335,1.0,0.24705882352941178,0.75294117647058822,1.0
8657.208984375,1832.5528564453125,41376.59375,0.14509803921568626,0.8549019607843138,1.0,0.27058823529411763,0.72941176470588243,1.0
8685.7822265625,1804.927490234375,41406.21875,0.3529411764705882,0.6470588235294118,1.0,0.49019607843137253,0.50980392156862742,1.0
8686.8740234375,1825.33154296875,41394.4921875,0.30196078431372547,0.69803921568627447,1.0,0.26666666666666666,0.73333333333333339,1.0
8674.7724609375,1838.9927978515625,41393.26953125,0.24705882352941178,0.75294117647058822,1.0,0.53333333333333333,0.46666666666666667,1.0
8666.55859375,1847.031494140625,41422.28515625,0.31764705882352939,0.68235294117647061,1.0,0.18823529411764706,0.81176470588235294,1.0
8604.1025390625,1878.385498046875,41397.4453125,0.054901960784313725,0.94509803921568625,1.0,0.30588235294117649,0.69411764705882351,1.0
8564.765625,1875.247802734375,41403.71875,0.027450980392156862,0.97254901960784312,1.0,0.74117647058823533,0.25882352941176467,1.0
8658.7919921875,1931.5802001953125,41347.07421875,0.050980392156862744,0.94901960784313721,1.0,0.28235294117647058,0.71764705882352942,1.0
8644.7158203125,1805.9110107421875,41414.8984375,0.22745098039215686,0.77254901960784317,1.0,0.30980392156862746,0.69019607843137254,1.0
8654.4189453125,1948.009765625,41381.1640625,0.050980392156862744,0.94901960784313721,1.0,0.77254901960784317,0.22745098039215683,1.0
8847.2265625,1895.4925537109375,41268.55859375,0.023529411764705882,0.97647058823529409,1.0,0.61960784313725492,0.38039215686274508,1.0
8744.46484375,1865.3858642578125,41336.58203125,0.11372549019607843,0.88627450980392153,1.0,0.46666666666666667,0.53333333333333333,1.0
8990.0576171875,1758.89697265625,41296.6015625,0.0,1.0,1.0,0.22352941176470587,0.77647058823529413,1.0
8909.1376953125,1670.654541015625,41380.36328125,0.0039215686274509803,0.99607843137254903,1.0,0.62352941176470589,0.37647058823529411,1.0
8878.6611328125,1765.1058349609375,41458.59375,0.039215686274509803,0.96078431372549022,1.0,0.59607843137254901,0.40392156862745099,1.0
8963.388671875,1703.36669921875,41432.30078125,0.0039215686274509803,0.99607843137254903,1.0,0.5490196078431373,0.4509803921568627,1.0
8516.8232421875,1935.7769775390625,41227.49609375,0.0039215686274509803,0.99607843137254903,1.0,0.74117647058823533,0.25882352941176467,1.0
8629.712890625,1775.87646484375,41326.703125,0.023529411764705882,0.97647058823529409,1.0,0.55294117647058827,0.44705882352941173,1.0
8638.8662109375,1883.6746826171875,41297.3828125,0.015686274509803921,0.98431372549019613,1.0,0.24705882352941178,0.75294117647058822,1.0
8761.5068359375,1864.21533203125,41331.33984375,0.10196078431372549,0.89803921568627454,1.0,0.62352941176470589,0.37647058823529411,1.0
8611.5,1944.923095703125,41329.93359375,0.031372549019607843,0.96862745098039216,1.0,0.34509803921568627,0.65490196078431373,1.0
8718.1337890625,1860.7022705078125,41178.82421875,0.011764705882352941,0.9882352941176471,1.0,0.57647058823529407,0.42352941176470593,1.0
8740.8154296875,1829.00732421875,41224.5625,0.011764705882352941,0.9882352941176471,1.0,0.80000000000000004,0.19999999999999996,1.0
8725.880859375,1864.845703125,41165.36328125,0.011764705882352941,0.9882352941176471,1.0,0.29803921568627451,0.70196078431372544,1.0
8840.490234375,1911.701416015625,41243.27734375,0.019607843137254902,0.98039215686274506,1.0,0.55294117647058827,0.44705882352941173,1.0
8775.333984375,1813.7030029296875,41273.83203125,0.027450980392156862,0.97254901960784312,1.0,0.3411764705882353,0.6588235294117647,1.0
8777.5068359375,1807.4595947265625,41287.11328125,0.031372549019607843,0.96862745098039216,1.0,0.31372549019607843,0.68627450980392157,1.0
8761.515625,1901.7890625,41262.1953125,0.019607843137254902,0.98039215686274506,1.0,0.10196078431372549,0.89803921568627454,1.0
8627.7294921875,1948.486083984375,41317.1171875,0.031372549019607843,0.96862745098039216,1.0,0.46274509803921571,0.53725490196078429,1.0
8785.9794921875,1755.0159912109375,41440.8359375,0.19607843137254902,0.80392156862745101,1.0,0.56470588235294117,0.43529411764705883,1.0
