x,y,z,pr,pg,pb,vr,vg,vb
40297.55078125,2834.942138671875,28120.234375,1.0,0.87058823529411766,0.12941176470588234,1.0,0.68235294117647061,0.31764705882352939
40301.24609375,2832.4404296875,28137.984375,1.0,0.96862745098039216,0.031372549019607843,1.0,0.59999999999999998,0.40000000000000002
40292.1484375,2833.09033203125,28147.07421875,1.0,0.90588235294117647,0.094117647058823528,1.0,0.58823529411764708,0.41176470588235292
40307.5703125,2828.731201171875,28163.134765625,1.0,0.8666666666666667,0.1333333333333333,1.0,0.8666666666666667,0.1333333333333333
40319.62890625,2821.09619140625,28140.24609375,1.0,0.92549019607843142,0.074509803921568585,1.0,0.64313725490196072,0.35686274509803928
40309.1953125,2752.022216796875,28196.326171875,1.0,0.18431372549019609,0.81568627450980391,1.0,0.69019607843137254,0.30980392156862746
40298.09765625,2833.515625,28174.396484375,1.0,0.75686274509803919,0.24313725490196081,1.0,0.71764705882352942,0.28235294117647058
40337.7109375,2828.809814453125,28170.59375,1.0,0.66666666666666663,0.33333333333333337,1.0,0.5725490196078431,0.4274509803921569
40333.1640625,2837.2587890625,28170.955078125,1.0,0.71764705882352942,0.28235294117647058,1.0,0.69411764705882351,0.30588235294117649
40193.6796875,2801.67626953125,28325.966796875,1.0,0.050980392156862744,0.94901960784313721,1.0,0.97254901960784312,0.027450980392156876
40209.75,2831.205078125,28351.908203125,1.0,0.050980392156862744,0.94901960784313721,1.0,0.93725490196078431,0.062745098039215685
40303.7421875,2764.383544921875,28262.501953125,1.0,0.043137254901960784,0.95686274509803926,1.0,0.52941176470588236,0.47058823529411764
40260.82421875,2807.135498046875,28133.228515625,1.0,0.38039215686274508,0.61960784313725492,1.0,0.70980392156862748,0.29019607843137252
40348.01171875,2635.686279296875,28078.9765625,1.0,0.047058823529411764,0.95294117647058818,1.0,0.086274509803921567,0.9137254901960784
40411.51953125,2737.418701171875,28059.046875,1.0,0.098039215686274508,0.90196078431372551,1.0,0.28627450980392155,0.71372549019607845
40239.953125,3314.8486328125,28102.74609375,1.0,0.0,1.0,1.0,0.086274509803921567,0.9137254901960784
40430.68359375,2801.37646484375,27967.93359375,1.0,0.011764705882352941,0.9882352941176471,1.0,0.25098039215686274,0.74901960784313726
40355.4296875,2827.4248046875,27888.4765625,1.0,0.0,1.0,1.0,0.37254901960784315,0.62745098039215685
40206.9765625,2809.244384765625,27977.568359375,1.0,0.0,1.0,1.0,0.44705882352941173,0.55294117647058827
40499.62890625,2902.244140625,28188.236328125,1.0,0.035294117647058823,0.96470588235294119,1.0,0.10980392156862745,0.8901960784313725
40229.33984375,3295.171142578125,28220.00390625,1.0,0.035294117647058823,0.96470588235294119,1.0,0.062745098039215685,0.93725490196078431
40497.58984375,2911.5380859375,28222.619140625,1.0,0.035294117647058823,0.96470588235294119,1.0,0.45490196078431372,0.54509803921568634
40253.0,3250.168212890625,28183.33984375,1.0,0.035294117647058823,0.96470588235294119,1.0,1.0,0.0
